id_actividad;Nombre_Actividad;Descripcion_Actividad;Responsable_Principal
512;REUNION DE EQUIPO;Reunión semanal de equipo de trabajo enfocada en la planificación, coordinación y seguimiento de las tareas. Se revisan los avances de la semana anterior, se definen prioridades, se asignan responsabilidades y se establecen plazos para asegurar una ejecución eficiente y alineada con los objetivos del área o proyecto;Giovanny Alberto Alfonso Marin 
513;ATLETISMO BASICO;Taller dirigido a personas que desean iniciarse en el atletismo. Se trabajan fundamentos como la carrera, saltos y coordinación, promoviendo la actividad física, la disciplina y la participación comunitaria en un entorno saludable y accesible.;ERIKA ACOSTA
514;TALLER BISUTERIA ;Espacio creativo donde los participantes aprenden a elaborar accesorios como pulseras, collares y aretes con diferentes materiales. El taller promueve habilidades manuales, estimula la creatividad y brinda herramientas para el emprendimiento y la generación de ingresos.;YEIMMY RODRIGUEZ 
515;FISIOTERAPIA AGENTE DE CAMBIO;"Taller articulado con la Subred Centro Oriente y el área de Territorio Confiable de la Alcaldía Local de San Cristóbal, enfocado en el trabajo con adultos mayores. A través de ejercicios dirigidos por profesionales en fisioterapia, se busca fortalecer y mejorar la movilidad articular, promoviendo el bienestar físico, la autonomía y una mejor calidad de vida en esta población.

";ERIKA ACOSTA, ALEJANDRO HERRERA Y ANA GARCIA
516;ENTRENAMIENTO MONTAÑA;Este entrenamiento en montaña está diseñado para promover la salud física y fortalecer los lazos comunitarios. A través de actividades al aire libre, como caminatas y ejercicios en grupo, los participantes no solo mejorarán su resistencia y bienestar, sino que también fortalecerán el sentido de pertenencia y cooperación. La experiencia busca fomentar la unidad social, el respeto por el medio ambiente y el apoyo mutuo dentro de la comunidad, creando un espacio para aprender y crecer juntos.;Erika Acosta
517;TALLER PREPARACIÓN DE PRODUCTOS DE ASEO ;Taller práctico enfocado en la elaboración de productos de limpieza para el hogar, como desinfectantes, jabones líquidos, detergentes y ambientadores. Los participantes aprenderán a usar ingredientes accesibles y seguros, fomentando el autocuidado, el ahorro económico y la posibilidad de generar ingresos a través del emprendimiento. Además, se promueve la conciencia ambiental mediante el uso responsable de insumos y envases reutilizables.;YEIMMY RODRIGUEZ 
518;CAMINATA HASTA MIRADOR DE JUAN REY;Este taller ofrece una experiencia al aire libre, combinando ejercicio físico con el disfrute de la naturaleza. Los participantes realizarán una caminata guiada hasta el Mirador de Juan Rey, un lugar emblemático para disfrutar de vistas panorámicas y aprender sobre la flora y fauna local. A lo largo del recorrido, se fomentará la importancia del cuidado del medio ambiente y el bienestar físico y mental.;Erika Acosta 
519;Embellecimiento parque Cordoba;Se realizó una jornada de embellecimiento en el parque con el objetivo de mejorar y preservar los espacios públicos. Durante la actividad se llevó a cabo la recolección de residuos sólidos, la pintura de andenes y sillas de concreto, así como labores de mantenimiento y cuidado del jardín;Ferney Alejandro Herrara Vega
520;ENTRENAMIENTO DE ATLETISMO NOCTURNO;Actividad física dirigida a fortalecer la resistencia y el bienestar general, a través de un recorrido nocturno por la comunidad. La ruta inicia en la Once Sur, continúa hacia el Instituto de Ciegos y finaliza en la subida a La Y. Un espacio seguro y participativo que promueve hábitos saludables, convivencia y apropiación del territorio.;ERIKA ACOSTA
521;EMBELLECIMIENTO PLAZOLETA EL CORDOBA ;Jornada comunitaria enfocada en la recuperación y cuidado del espacio público a través de actividades como pintura, limpieza y arreglo de jardinería. Esta iniciativa busca promover el sentido de pertenencia, el trabajo en equipo y la apropiación del entorno por parte de la comunidad.;ALEJANDRO HERRERA - JAVIER VARGAS - ANA GARCIA- ERIKA VARGAS- DANILO LOPEZ
522;ACTIVIDAD ADMINISTRATIVA APOYO ARTICULACION SENA;Gestión administrativa enfocada en el respaldo al proceso de articulación con el SENA para la formación técnica en barbería. Incluye tareas de digitalización, consolidación de documentos e información de los participantes, con el fin de garantizar una inscripción eficiente y el cumplimiento de los requisitos para el desarrollo del programa formativo.;INGRID PINZON 
523;ATLETISMO BASICO;Taller dirigido a personas que desean iniciarse en el atletismo. Se trabajan fundamentos como la carrera, saltos y coordinación, promoviendo la actividad física, la disciplina y la participación comunitaria en un entorno saludable y accesible.;ERIKA PAOLA ACOSTA
524;ACTIVIDAD ADMINISTRATIVA DUPLA ;Acciones orientadas a la organización y gestión eficiente de los procesos territoriales, que incluyen la elaboración de cronogramas, programación de actividades, contacto y seguimiento con participantes en comunidad, y apoyo logístico para el desarrollo de talleres y eventos. Estas tareas son clave para garantizar el buen funcionamiento y el impacto positivo de las iniciativas en el territorio.;INGRID PINZON/ JAVIER VARGAS
525;Reunión mesa de residuos;Encuentro de trabajo articulado con la AUESP, Promoambiental, la Secretaría de Salud, el área de Ambiente y el equipo de Territorio Confiable, orientado a abordar problemáticas relacionadas con la mala disposición de basuras en el territorio. Durante la reunión se socializan casos críticos y se plantean acciones conjuntas como jornadas de embellecimiento, levantamiento de cambuches, campañas de sensibilización y estrategias complementarias como jornadas de vacunación y limpieza, con el objetivo de mejorar las condiciones ambientales y de salud pública en las comunidades intervenidas.;DIANA BILBAO 
526;Diagnostico parque las Mercedes;Actividad de reconocimiento y evaluación del estado actual del Parque Las Mercedes, orientada a identificar necesidades físicas, ambientales y sociales del espacio. El diagnóstico incluye la observación de infraestructura, condiciones de limpieza, seguridad, uso comunitario y posibles oportunidades para el desarrollo de actividades recreativas, culturales y de integración social. Esta información servirá como base para proponer intervenciones que fortalezcan el aprovechamiento del parque por parte de la comunidad.;DIANA BILBAO - GLORIA BECERRA
527;Chocolatada en la plazoleta ;Se realizará el cierre de ciclo del proceso comunitario con una jornada especial en la que se hará la entrega simbólica del parque a la comunidad, como resultado de las actividades de embellecimiento y recuperación del espacio. Durante la jornada, se entregarán certificados de participación a los asistentes de los talleres realizados, se llevará a cabo un compartir comunitario como espacio de integración, y se fortalecerán los vínculos con los habitantes del sector. Además, se realizará el empalme con la Subred Centro Oriente para dar continuidad a los talleres de fisioterapia, garantizando la sostenibilidad del proceso en el territorio.;Alejandro Herrera Vega
528;ENTRENAMIENTO ESCUELA DE FUTBOL;Espacio de entrenamiento enfocado en el desarrollo técnico, físico y táctico de niños, niñas y jóvenes a través del fútbol. Se promueve el trabajo en equipo, la disciplina y el respeto, fortaleciendo tanto el rendimiento deportivo como los valores comunitarios.;ERIKA ACOSTA Y WILLIAM WILCHES
529;FISIOTERAPIA AGENTE DE CAMBIO;"Taller articulado con la Subred Centro Oriente y el área de Territorio Confiable de la Alcaldía Local de San Cristóbal, enfocado en el trabajo con adultos mayores. A través de ejercicios dirigidos por profesionales en fisioterapia, se busca fortalecer y mejorar la movilidad articular, promoviendo el bienestar físico, la autonomía y una mejor calidad de vida en esta población.

";ERIKA  ACOSTA, ALEJANDRO HERRERA Y ANA GARCIA
530;RECORRIDO PROMO AMBIENTAL;Acción conjunta con Promoambiental, la Secretaría de Salud y la Alcaldía Local de San Cristobal área de Territorio Confiable, orientada al control de roedores en zonas identificadas como puntos críticos por la inadecuada disposición de residuos. Esta jornada busca prevenir riesgos para la salud pública, mejorar las condiciones ambientales y promover prácticas responsables de manejo de basuras en la comunidad;JAVIER VARGAS
531;ACOMPAÑAMIENTO DESRATIZACION;orientada al control de roedores en zonas identificadas como puntos críticos por la inadecuada disposición de residuos. Esta jornada busca prevenir riesgos para la salud pública, mejorar las condiciones ambientales y promover prácticas responsables de manejo de basuras en la comunidad.;INGRID PINZON
532;ACOMPAÑAMIENTO ACTIVIDAD SENA;Acciones de gestión y coordinación orientadas a fortalecer la articulación con el SENA, facilitando el acceso de la comunidad a procesos formativos, técnicos y de emprendimiento. Incluye el acompañamiento en inscripciones, seguimiento a participantes y apoyo logístico para el desarrollo de la oferta educativa.;INGRID PINZON 
533;Curso de Bioseguridad enfocado área de belleza y estetica ;se realizó la convocatoria y vinculación de participantes del curso de belleza para recibir formación en normas y prácticas de bioseguridad aplicadas al sector de la estética. Este curso busca fortalecer las competencias del talento humano en servicios de belleza, garantizando condiciones seguras tanto para los profesionales como para sus clientes, y promoviendo la formalización de sus emprendimientos.;DIANA BILBAO - GLORIA BECERRA
534;ENTRENAMIENTO MONTAÑA;"Taller de Entrenamiento en Montaña
Actividad grupal al aire libre que combina ejercicio físico con dinámicas de integración y bienestar emocional. A través del contacto con la naturaleza, se fortalece la convivencia, se promueve el autocuidado y se brindan herramientas para el manejo de la ansiedad y la depresión, en un espacio seguro y de apoyo comunitario.";Erika Acosta 
535;Actividad Administrativa – Apoyo en Articulación con el SENA;Gestión administrativa enfocada en el respaldo al proceso de articulación con el SENA para la formación técnica en barbería. Incluye tareas de digitalización, consolidación de documentos e información de los participantes, con el fin de garantizar una inscripción eficiente y el cumplimiento de los requisitos para el desarrollo del programa formativo.;INGRID PINZON
536;APOYO ADMINISTRATIVO FROMULACION;Acciones administrativas orientadas a la planeación, organización y formulación de insumos necesarios para el desarrollo eficiente de las actividades del área de Territorio Confiable.;Giovanny Alberto Alfonso Marin 
537;Cierre del parque;Se lleva a cabo la jornada de cierre del ciclo, en la cual se realiza un repaso general de los contenidos abordados durante el proceso. Esta actividad permite consolidar los aprendizajes, resolver dudas y reconocer el avance de los participantes, promoviendo la apropiación del conocimiento y el fortalecimiento de sus habilidades.;GLORIA BECERRA- MARTHA UMAÑA
538;Taller reutilizar sirve;Espacio formativo que promueve el cuidado del medio ambiente mediante la reutilización creativa de materiales reciclables. A través de actividades prácticas, los participantes aprenderán a transformar residuos en objetos útiles, fomentando hábitos sostenibles, conciencia ecológica y oportunidades de emprendimiento a partir del reciclaje.;DIANA BILBAO 
539;DIAGNOSTICO DE PARQUES;Actividad de observación y evaluación realizada en distintos parques del territorio con el fin de identificar su estado físico, ambiental y social. El diagnóstico incluye aspectos como infraestructura, limpieza, seguridad, iluminación y nivel de uso por parte de la comunidad. Esta información permite priorizar intervenciones, planear actividades y fortalecer el aprovechamiento del espacio público como lugar de encuentro y convivencia.;ANA GARCIA Y DANILO LOPEZ 
540;RECORRIDO DE RECONOCIMIENTO PARQUE ;Actividad realizada con el objetivo de observar y diagnosticar las condiciones actuales del parque, incluyendo aspectos como infraestructura, limpieza, seguridad, uso comunitario y posibles problemáticas. Este recorrido permite levantar información clave para planear futuras intervenciones, mejorar el espacio público y fomentar su apropiación por parte de la comunidad.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
541;TALLER DE BISUTERIA ;Espacio creativo donde los participantes aprenden a diseñar y elaborar accesorios artesanales como collares, pulseras y aretes utilizando diferentes materiales. El taller fomenta la creatividad, fortalece habilidades manuales y ofrece herramientas para el emprendimiento, promoviendo la generación de ingresos y el aprovechamiento productivo del tiempo libre.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
542;KILOMETROS POR LA VIDA;KILOMETROS POR LA VIDA Jornada comunitaria que combina actividad física con solidaridad. A través de una caminata o carrera simbólica, se busca promover hábitos saludables y al mismo tiempo generar conciencia y apoyo en torno a causas sociales o de salud que impactan a la comunidad.;Erika Acosta
543;ENTRENAMIENTO ESCUELA DE FUTBOL;Espacio de entrenamiento enfocado en el desarrollo técnico, físico y táctico de niños, niñas y jóvenes a través del fútbol. Se promueve el trabajo en equipo, la disciplina y el respeto, fortaleciendo tanto el rendimiento deportivo como los valores comunitarios.;WILLIAM WILCHES
